round,id,web_name,first_name,second_name,team_name,position,total_points,now_cost,assists,big_chances_created,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clearances_blocks_interceptions,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,crosses,dreamteam_count,element_type,ep_next,ep_this,errors_leading_to_goal,event_points,form,goals_conceded,goals_scored,in_dreamteam,key_passes,loaned_in,loaned_out,loans_in,loans_out,minutes,news,own_goal_earned,own_goals,penalties_conceded,penalties_earned,penalties_missed,penalties_saved,photo,points_per_game,recoveries,red_cards,saves,selected_by_percent,special,status,team,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,yellow_cards,event_total_points,event_assists,event_big_chances_created,event_clean_sheets,event_clearances_blocks_interceptions,event_crosses,event_errors_leading_to_goal,event_goals_conceded,event_goals_scored,event_key_passes,event_minutes,event_own_goal_earned,event_own_goals,event_penalties_conceded,event_penalties_earned,event_penalties_missed,event_penalties_saved,event_recoveries,event_red_cards,event_saves,event_transfers_in,event_transfers_out,event_yellow_cards
1,329,Paparatto,Norberto,Paparatto,Portland Timbers,Defender,0,65,0,0,50,50,0,0,55790,0,0,0,0,0,0,2,1.0,1.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/55790.jpg,0.0,0,0,0,0.8,False,a,14,0,0,3,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1,330,Peay,Taylor,Peay,Portland Timbers,Defender,0,40,0,0,0,0,0,0,172758,0,0,0,0,0,0,2,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/172758.jpg,0.0,0,0,0,29.2,False,a,14,23,23,29,29,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,0.0
1,331,Powell,Alvas,Powell,Portland Timbers,Defender,7,70,0,0,None,None,1,9,153264,0,0,0,0,1,0,2,2.0,3.0,0,7,7.0,0,0,False,0,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/153264.jpg,7.0,7,0,0,1.9,False,a,14,3,3,1,1,1.0,1.0,1,7.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0,1.0
1,332,Ridgewell,Liam,Ridgewell,Portland Timbers,Defender,6,85,0,0,None,None,1,11,14278,0,0,0,0,0,0,2,3.0,4.0,0,6,6.0,0,0,False,1,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/14278.jpg,6.0,5,0,0,2.6,False,a,14,1,1,1,1,0.7,0.7,1,6.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0
1,333,Tshuma,Schillo,Tshuma,Portland Timbers,Forward,0,55,0,0,0,0,0,0,135307,0,0,0,0,0,0,4,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/135307.jpg,0.0,0,0,0,0.2,False,a,14,0,0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,334,Urruti,Maximiliano,Urruti,Portland Timbers,Forward,1,85,0,0,50,50,0,0,97607,0,0,0,0,0,0,4,1.0,1.0,0,1,1.0,0,0,False,0,0,0,0,0,9,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/97607.jpg,1.0,0,0,0,1.5,False,a,14,0,0,11,11,0.1,0.1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
1,335,Valeri,Diego,Valeri,Portland Timbers,Midfielder,0,100,0,0,0,0,0,0,55817,0,0,0,0,0,0,3,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,"Torn ACL, expected to back mid-April/May",0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/55817.jpg,0.0,0,0,0,2.0,False,i,14,0,0,17,17,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
1,336,Villafana,Jorge,Villafana,Portland Timbers,Defender,6,65,0,0,None,None,1,1,45092,0,0,0,0,0,0,2,2.0,2.0,0,6,6.0,0,0,False,0,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/45092.jpg,6.0,5,0,0,2.0,False,a,14,0,0,3,3,0.9,0.9,0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0
1,337,Wallace,Rodney,Wallace,Portland Timbers,Midfielder,4,85,0,1,None,None,1,3,60153,0,0,0,0,2,0,3,2.0,3.0,0,4,4.0,0,0,False,1,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/60153.jpg,4.0,0,0,0,0.8,False,a,14,1,1,2,2,0.5,0.5,0,4.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1,338,Weber,Andrew,Weber,Portland Timbers,Goalkeeper,0,45,0,0,0,0,0,0,60226,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/60226.jpg,0.0,0,0,0,1.9,False,a,14,1,1,6,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
1,339,Zemanski,Ben,Zemanski,Portland Timbers,Midfielder,0,60,0,0,0,0,0,0,83061,0,0,0,0,0,0,3,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,Suffered Torn ACL on 2/22,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/83061.jpg,0.0,0,0,0,0.2,False,i,14,0,0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,340,Borchers,Nat,Borchers,Portland Timbers,Defender,6,80,0,0,None,None,1,5,42893,0,0,0,0,0,0,2,3.0,3.0,0,6,6.0,0,0,False,1,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/42893.jpg,6.0,4,0,0,5.1,False,a,14,1,1,5,5,0.8,0.8,0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0
1,341,Asprilla,Dairon,Asprilla,Portland Timbers,Midfielder,3,75,0,0,50,50,1,2,149675,0,0,0,0,0,0,3,1.0,1.0,0,3,3.0,0,0,False,1,0,0,0,0,61,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/149675.jpg,3.0,5,0,0,0.5,False,a,14,2,2,3,3,0.4,0.4,0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0
1,342,Kwarasey,Adam,Kwarasey,Portland Timbers,Goalkeeper,7,55,0,0,None,None,1,1,61988,0,0,0,0,0,0,1,3.0,3.0,0,7,7.0,0,0,False,0,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/61988.jpg,7.0,8,0,2,2.3,False,a,14,2,2,3,3,1.3,1.3,0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,3.0,0.0
1,343,Jeanderson,Jeanderson,Perira,Portland Timbers,Defender,0,60,0,0,0,0,0,0,181223,0,0,0,0,0,0,2,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/181223.jpg,0.0,0,0,0,0.2,False,a,14,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,344,Besler,Nick,Besler,Portland Timbers,Midfielder,0,45,0,0,50,50,0,0,202198,0,0,0,0,0,0,3,0.0,1.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/202198.jpg,0.0,0,0,0,9.7,False,a,14,3,3,23,23,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0
1,345,Thoma,Andy,Thoma,Portland Timbers,Defender,0,45,0,0,0,0,0,0,172766,0,0,0,0,0,0,2,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/172766.jpg,0.0,0,0,0,1.1,False,a,14,0,0,7,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
1,346,Allen,Jordan,Allen,Real Salt Lake,Defender,1,50,0,0,0,0,0,1,177980,0,0,0,0,0,0,2,0.0,0.0,0,1,1.0,0,0,False,0,0,0,0,0,10,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/177980.jpg,1.0,0,0,0,0.9,False,a,15,1,1,1,1,0.2,0.2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,347,Attinella,Jeff,Attinella,Real Salt Lake,Goalkeeper,0,50,0,0,0,0,0,0,94305,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/94305.jpg,0.0,0,0,0,0.4,False,a,15,0,0,3,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1,348,Beckerman,Kyle,Beckerman,Real Salt Lake,Midfielder,6,90,0,0,None,None,1,14,15517,0,0,0,0,0,0,3,4.0,3.0,0,6,6.0,0,0,False,1,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/15517.jpg,6.0,8,0,0,4.1,False,a,15,8,8,2,2,0.7,0.7,0,6.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,2.0,0.0
1,349,Beltran,Tony,Beltran,Real Salt Lake,Defender,7,70,0,0,None,None,1,6,50136,0,0,0,0,1,0,2,4.0,3.0,0,7,7.0,0,0,False,1,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/50136.jpg,7.0,3,0,0,2.5,False,a,15,4,4,1,1,1.0,1.0,0,7.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0
1,350,Fernandez,Lalo,Fernandez,Real Salt Lake,Goalkeeper,0,45,0,0,0,0,0,0,113043,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/113043.jpg,0.0,0,0,0,0.2,False,a,15,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,351,Garcia,Olmes,Garcia,Real Salt Lake,Forward,2,65,0,0,None,None,1,5,150229,0,0,0,0,0,0,4,3.0,2.0,0,2,2.0,0,0,False,0,0,0,0,0,80,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/150229.jpg,2.0,2,0,0,1.9,False,a,15,19,19,5,5,0.3,0.3,0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,5.0,0.0
1,352,Gil,Luis,Gil,Real Salt Lake,Midfielder,3,75,0,0,None,None,1,5,83073,0,0,0,0,0,0,3,3.0,2.0,0,3,3.0,0,0,False,0,0,0,0,0,87,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/83073.jpg,3.0,6,0,0,3.4,False,a,15,12,12,4,4,0.4,0.4,1,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,4.0,1.0
1,353,Glad,Justen,Glad,Real Salt Lake,Defender,0,45,0,0,0,0,0,0,183390,0,0,0,0,0,0,2,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,Right knee,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/183390.jpg,0.0,0,0,0,0.9,False,i,15,0,0,3,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1,354,Jaime,Sebastian,Jaime,Real Salt Lake,Forward,2,80,0,0,None,None,1,0,137460,0,0,0,0,1,0,4,4.0,3.0,0,2,2.0,0,0,False,1,0,0,0,0,63,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/137460.jpg,2.0,2,0,0,0.5,False,a,15,0,0,2,2,0.2,0.2,0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
1,355,Mansally,Abdoulie,Mansally,Real Salt Lake,Defender,6,60,0,0,50,50,1,4,50132,0,0,0,0,0,0,2,1.0,1.0,0,6,6.0,0,0,False,1,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/50132.jpg,6.0,6,0,0,0.9,False,a,15,25,25,1,1,1.0,1.0,1,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,25.0,1.0,1.0
1,356,Morales,Javier,Morales,Real Salt Lake,Midfielder,4,105,0,0,None,None,1,3,47407,0,0,0,0,0,0,3,5.0,4.0,0,4,4.0,0,0,False,1,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/47407.jpg,4.0,6,0,0,6.6,False,a,15,1,1,18,18,0.4,0.4,0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,18.0,0.0
1,357,Mulholland,Luke,Mulholland,Real Salt Lake,Midfielder,1,80,0,0,50,50,0,2,153453,0,0,0,0,0,0,3,2.0,1.0,0,1,1.0,0,0,False,0,0,0,0,0,27,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/153453.jpg,1.0,2,0,0,0.6,False,a,15,0,0,1,1,0.1,0.1,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
1,358,Plata,Joao,Plata,Real Salt Lake,Forward,0,95,0,0,0,0,0,0,95278,0,0,0,0,0,0,4,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,Out 3-4 months from 1/26,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/95278.jpg,0.0,0,0,0,0.6,False,i,15,0,0,6,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
1,359,Rimando,Nick,Rimando,Real Salt Lake,Goalkeeper,9,61,0,0,None,None,1,4,15310,1,-1,1,-1,0,0,1,5.0,4.0,0,9,9.0,0,0,False,0,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/15310.jpg,9.0,12,0,5,13.1,False,a,15,48,48,4,4,1.5,1.5,0,9.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,48.0,4.0,0.0
1,360,Saborio,Alvaro,Saborio,Real Salt Lake,Forward,2,95,0,0,None,None,1,4,28403,0,0,0,0,0,0,4,4.0,3.0,0,2,2.0,0,0,False,1,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/28403.jpg,2.0,4,0,0,1.4,False,a,15,1,1,2,2,0.2,0.2,0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0
1,361,Sandoval,Devon,Sandoval,Real Salt Lake,Forward,1,55,0,0,50,50,0,0,151946,0,0,0,0,0,0,4,1.0,1.0,0,1,1.0,0,0,False,0,0,0,0,0,3,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/151946.jpg,1.0,0,0,0,5.4,False,a,15,1,1,14,14,0.2,0.2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0
1,362,Schuler,Chris,Schuler,Real Salt Lake,Defender,8,86,0,0,None,None,1,18,83378,1,-1,1,-1,0,0,2,5.0,4.0,0,8,8.0,0,0,False,0,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/83378.jpg,8.0,4,0,0,1.9,False,a,15,1,1,0,0,0.9,0.9,1,8.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0
1,363,Stertzer,John,Stertzer,Real Salt Lake,Midfielder,0,55,0,0,0,0,0,0,116663,0,0,0,0,0,0,3,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,Broken toe,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/116663.jpg,0.0,0,0,0,0.2,False,i,15,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,364,Olave,Jamison,Olave,Real Salt Lake,Defender,9,81,0,0,None,None,1,20,50137,1,-1,1,-1,0,0,2,4.0,3.0,0,9,9.0,0,0,False,1,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/50137.jpg,9.0,2,0,0,2.4,False,a,15,14,14,2,2,1.1,1.1,0,9.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,2.0,0.0
1,365,Saucedo,Sebastian,Saucedo,Real Salt Lake,Midfielder,0,45,0,0,50,50,0,0,194187,0,0,0,0,0,0,3,1.0,1.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/194187.jpg,0.0,0,0,0,1.8,False,a,15,2,2,5,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0
1,366,Okwuonu,Boyd,Okwuonu,Real Salt Lake,Defender,0,45,0,0,50,50,0,0,133043,0,0,0,0,0,0,2,1.0,1.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/133043.jpg,0.0,0,0,0,3.0,False,a,15,1,1,11,11,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0
1,367,Pecka,Wellington,Paeckart,Real Salt Lake,Midfielder,0,65,0,0,50,50,0,0,163095,0,0,0,0,0,0,3,2.0,1.0,0,0,0.0,0,0,False,0,0,0,0,0,0,Hip flexor,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/163095.jpg,0.0,0,0,0,0.2,False,d,15,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,368,Kavita,Phanuel,Kavita,Real Salt Lake,Defender,0,55,0,0,0,0,0,0,131819,0,0,0,0,0,0,2,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/131819.jpg,0.0,0,0,0,0.3,False,a,15,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,369,Phillips,Demar,Phillips,Real Salt Lake,Defender,0,70,0,0,50,50,0,0,47627,0,0,0,0,0,0,2,2.0,1.0,0,0,0.0,0,0,False,0,0,0,0,0,0,Right hamstring,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/47627.jpg,0.0,0,0,0,1.3,False,d,15,0,0,9,9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
1,370,Maund,Aaron,Maund,Real Salt Lake,Defender,0,60,0,0,0,0,0,0,78019,0,0,0,0,0,0,2,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/78019.jpg,0.0,0,0,0,0.1,False,a,15,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,371,Barklage,Brandon,Barklage,San Jose Earthquakes,Defender,0,55,0,0,50,50,0,0,60151,0,0,0,0,0,0,2,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/60151.jpg,0.0,0,0,0,1.4,False,a,16,1,1,9,9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0
1,372,Bernardez,Victor,Bernardez,San Jose Earthquakes,Defender,3,75,0,0,None,None,0,7,34291,0,0,0,0,0,0,2,1.0,1.0,0,3,3.0,1,0,False,0,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/34291.jpg,3.0,3,0,0,1.6,False,a,16,0,0,1,1,0.4,0.4,0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
1,373,Bingham,David,Bingham,San Jose Earthquakes,Goalkeeper,4,50,0,0,None,None,0,4,94932,0,0,0,0,0,0,1,1.0,0.0,0,4,4.0,1,0,False,0,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/94932.jpg,4.0,8,0,3,2.1,False,a,16,8,8,3,3,0.8,0.8,0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,8.0,3.0,0.0
1,374,Cato,Cordell,Cato,San Jose Earthquakes,Midfielder,0,65,0,0,50,50,0,0,111152,0,0,0,0,0,0,3,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/111152.jpg,0.0,0,0,0,0.8,False,a,16,0,0,2,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1,375,Francis,Shaun,Francis,San Jose Earthquakes,Defender,2,54,0,0,None,None,0,8,83260,-1,1,-1,1,0,0,2,0.0,0.0,0,2,2.0,1,0,False,0,0,0,0,0,90,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/83260.jpg,2.0,5,0,0,1.8,False,a,16,2,2,0,0,0.4,0.4,1,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0
1,376,Fucito,Michael,Fucito,San Jose Earthquakes,Forward,0,50,0,0,0,0,0,0,60246,0,0,0,0,0,0,4,0.0,0.0,0,0,0.0,0,0,False,0,0,0,0,0,0,,0,0,0,0,0,0,http://cdn.ismfg.net/static/mlsf/img/shirts/photos/60246.jpg,0.0,0,0,0,2.2,False,a,16,0,0,4,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
